,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
307093,S118163,Create Fine,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,,7,,,A,0.0,,NIL,0
306734,S117957,Create Fine,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,,158,,,A,0.0,,NIL,0
93950,C19173,Send Fine,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,71.0,,0.0,158,,,A,0.0,,NIL,0
73884,A6076,Payment,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
73897,A6081,Payment,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
267311,N98286,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,157,P,,A,0.0,P,NIL,0
74932,A6621,Payment,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
269986,N99468,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,157,P,,A,0.0,P,NIL,0
296533,S111296,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,158,P,,A,0.0,P,NIL,0
270826,N99887,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,157,P,,A,0.0,P,NIL,0
267724,N98467,Insert Date Appeal to Prefecture,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
298969,S112702,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,7,P,,A,0.0,P,NIL,0
268138,N98637,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,,14.25,157,P,,A,0.0,P,NIL,0
267822,N98507,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,21.0,,14.25,7,P,,A,0.0,P,NIL,0
305556,S117191,Create Fine,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,71.0,,,158,,,A,0.0,,NIL,0
265573,N97479,Insert Fine Notification,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,21.0,,14.25,7,P,,A,0.0,P,NIL,0
73576,A5912,Payment,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
295305,S110622,Payment,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,71.5,3.25,14.25,158,P,,A,49.25,P,NIL,0
541133,V16454,Create Fine,2006/12/01 00:00:00.000,2006/12/01 00:00:00.000,143.0,,,142,,,A,0.0,,NIL,2
