,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
325339,S128463,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
324699,S128147,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
328073,S129921,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
325638,S128615,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
325641,S128616,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
324698,S128147,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
325640,S128616,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
50427,A34511,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
327805,S129770,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
50807,A34731,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
50805,A34729,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
50804,A34728,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
43077,A30883,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
52633,A35659,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
309732,S119944,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,87.0,13.0,7,P,,A,87.0,P,NIL,0
51712,A35163,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
310240,S120200,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
325337,S128462,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
325331,S128461,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
50812,A34733,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
327798,S129768,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
37224,A27862,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,38.0,13.0,157,P,,A,87.0,P,NIL,0
327443,S129570,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
52629,A35657,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
327236,S129465,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,74.0,,158,,,A,74.0,,NIL,0
21708,A2026,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,71.5,82.5,11.0,157,P,,A,82.5,P,NIL,0
327963,S129850,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
28718,A23655,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,87.0,13.0,157,P,,A,87.0,P,NIL,0
51677,A35145,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
320457,S125848,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,74.0,,158,,,A,74.0,,NIL,0
327445,S129573,Create Fine,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
321829,S126568,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,36.0,36.0,,158,,,A,36.0,,NIL,0
7834,A13682,Payment,2008/09/01 00:00:00.000,2008/09/01 00:00:00.000,74.0,87.0,13.0,157,P,,A,87.0,P,NIL,0
