,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
68115,A44116,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
67111,A43596,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
343656,S138569,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
358420,S146474,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
343651,S138565,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
342279,S137915,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
330307,S131193,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
336611,S134915,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
325040,S128323,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
342275,S137913,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,#,0
341804,S137708,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,#,2
339474,S136464,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,#,0
52738,A35700,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,46.0,,19.1,7,P,,A,0.0,P,#,0
344672,S139070,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
344685,S139078,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
340982,S137246,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
343578,S138533,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
358422,S146477,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
343685,S138583,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
56536,A37804,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,36.0,,19.1,157,,,A,0.0,,#,0
328213,S129996,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,19.1,158,P,,A,0.0,P,NIL,0
358659,S146663,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
52971,A35799,Payment,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,46.0,23.0,13.5,7,P,,A,59.5,P,NIL,0
63188,A41562,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
67687,A43886,Payment,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
343531,S138519,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,2
67145,A43609,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
67125,A43600,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
63170,A41552,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
357006,S145693,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
345359,S139489,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
357012,S145694,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
69399,A44760,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,46.0,,13.5,7,P,,A,0.0,P,NIL,0
357014,S145695,Create Fine,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
339124,S136250,Send Appeal to Prefecture,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,#,0
330235,S131161,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
344006,S138758,Payment,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,51.5,13.5,7,P,,A,51.5,P,NIL,0
339078,S136228,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
342142,S137853,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
344041,S138770,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
65416,A42754,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
344125,S138812,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
68035,A44057,Add penalty,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,46.0,,13.5,7,P,,A,0.0,P,NIL,0
545004,V18743,Insert Fine Notification,2009/12/01 00:00:00.000,2009/12/01 00:00:00.000,370.0,,13.5,142,P,,A,0.0,P,NIL,10
