,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
309343,S119686,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,74.0,,13.0,158,P,,A,0.0,P,NIL,0
309136,S119566,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,146,P,,M,0.0,P,NIL,2
25480,A21990,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
8846,A14141,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
540414,V15917,Add penalty,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,286.5,,11.0,142,P,,A,0.0,P,NIL,2
5821,A12652,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
11767,A15505,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
25425,A21962,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
8844,A14140,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
5304,A12406,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
315072,S122880,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
8826,A14129,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
12599,A15934,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
315077,S122881,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,0
7265,A13408,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
15360,A17245,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
8830,A14133,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
310026,S120082,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
15365,A17246,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
314559,S122601,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
8832,A14137,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
315070,S122878,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,158,,,A,0.0,,NIL,0
8837,A14138,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
94755,C19610,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,36.0,,7,,,C,36.0,,NIL,0
5607,A12547,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
11822,A15532,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
25225,A21841,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
13351,A16280,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
6015,A12730,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
315065,S122877,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
541720,V16873,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,148.0,,,142,,,A,0.0,,NIL,5
541715,V16872,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,148.0,,,142,,,A,0.0,,NIL,5
313571,S122065,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
6950,A1327,Payment,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,71.5,92.0,22.0,157,P,,A,92.0,P,NIL,0
541710,V16871,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,148.0,,,142,,,M,0.0,,NIL,5
19450,A19195,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
19446,A19193,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
11322,A15307,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
9532,A14476,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
9469,A14432,Insert Date Appeal to Prefecture,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
8852,A14142,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
8902,A14166,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,158,P,,A,0.0,P,NIL,0
9998,A14705,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
12145,A15693,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,22.0,,13.0,7,P,,A,0.0,P,NIL,0
19448,A19194,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
6677,A13081,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
19441,A19192,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
19439,A19191,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
19437,A19189,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
19455,A19196,Create Fine,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
308077,S118893,Insert Fine Notification,2007/09/01 00:00:00.000,2007/09/01 00:00:00.000,36.0,,13.0,7,P,,A,0.0,P,NIL,0
20598,A19759,Create Fine,2007/09/02 00:00:00.000,2007/09/02 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
20594,A19757,Create Fine,2007/09/02 00:00:00.000,2007/09/02 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
