,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
206583,N64077,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
190895,N57469,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
501752,S78727,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,7,,,A,0.0,,NIL,0
199607,N61160,Payment,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,33.6,,157,,,A,33.6,,NIL,0
204305,N63072,Payment,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,33.6,,157,,,A,33.6,,NIL,0
206394,N64004,Payment,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,33.6,,157,,,A,33.6,,NIL,0
198202,N60576,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
531983,S98785,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
522538,S93265,Payment,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,33.6,,7,,,A,33.6,,NIL,0
206585,N64078,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
90622,C17338,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,137.55,,,80,,,C,0.0,,NIL,0
88489,C15749,Appeal to Judge,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,0.0,158,P,0.0,A,0.0,,NIL,0
89125,C16235,Add penalty,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,68.77,,0.0,7,P,,C,0.0,,NIL,0
203572,N62728,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
190889,N57467,Create Fine,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
205844,N63787,Payment,2004/09/01 00:00:00.000,2004/09/01 00:00:00.000,33.6,33.6,,157,,,A,33.6,,NIL,0
