,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
428661,S193926,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,158,,,A,0.0,,NIL,0
428645,S193890,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
428673,S193971,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,158,,,A,0.0,,NIL,0
428428,S193372,Payment,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428681,S194019,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
428643,S193888,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
428683,S194021,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
428671,S193969,Create Fine,2013/06/01 00:00:00.000,2013/06/01 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
423850,S186536,Create Fine,2013/06/02 00:00:00.000,2013/06/02 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
423848,S186533,Create Fine,2013/06/02 00:00:00.000,2013/06/02 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
100798,L2907,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100774,L2895,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100800,L2908,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100802,L2909,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428713,S194228,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
100766,L2891,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100780,L2898,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
279301,P6363,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,25.0,25.0,,7,,,A,25.0,,NIL,0
100796,L2906,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100768,L2892,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100776,L2896,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100764,L2890,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428682,S194019,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
100792,L2904,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428711,S194227,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428685,S194025,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428687,S194026,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
100790,L2903,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100788,L2902,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100762,L2889,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100786,L2901,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100784,L2900,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100782,L2899,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
100794,L2905,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428695,S194077,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428703,S194167,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428473,S193446,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,158,,,A,0.0,,NIL,0
428701,S194164,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
100778,L2897,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428779,S194485,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428646,S193890,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
428648,S193896,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428660,S193923,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,84.0,84.0,,158,,,A,84.0,,NIL,0
428562,S193664,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
428702,S194164,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
428699,S194163,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,25.0,,,181,,,A,0.0,,NIL,0
428647,S193896,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
100770,L2893,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
278916,P5892,Payment,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,25.0,25.0,,7,,,A,25.0,,NIL,0
100772,L2894,Create Fine,2013/06/03 00:00:00.000,2013/06/03 00:00:00.000,419.0,,,180,,,A,0.0,,NIL,0
428474,S193446,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
428723,S194264,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,158,,,A,0.0,,NIL,0
428696,S194077,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428745,S194402,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
425078,S188281,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,79.5,108.0,30.0,157,P,,A,108.0,P,NIL,0
279262,P6268,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
428724,S194264,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
428672,S193969,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
428747,S194403,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428743,S194401,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428330,S193198,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428714,S194228,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
279260,P6267,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
428704,S194167,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428627,S193815,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
279132,P6019,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,25.0,25.0,,7,,,A,25.0,,NIL,0
425304,S188608,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,79.5,58.0,30.0,7,P,,A,108.0,P,NIL,0
428688,S194026,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428751,S194405,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
428750,S194404,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
428749,S194404,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,158,,,A,0.0,,NIL,0
428705,S194187,Create Fine,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
428748,S194403,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
427546,S191930,Payment,2013/06/04 00:00:00.000,2013/06/04 00:00:00.000,84.0,112.0,30.0,157,P,,A,112.0,P,NIL,0
279263,P6268,Payment,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,25.0,25.0,,7,,,A,25.0,,NIL,0
421551,S183176,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,1763.0,,15.0,94,P,,A,0.0,P,NIL,0
428731,S194302,Create Fine,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
277624,P4535,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,47.0,,30.0,7,P,,A,0.0,P,NIL,0
426406,S190485,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,159.0,,30.0,158,P,,A,0.0,P,NIL,2
426306,S190328,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,24.0,,46.0,181,,,A,0.0,,NIL,0
278525,P5475,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,25.0,,16.0,7,,,A,0.0,,NIL,0
424128,S186889,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,159.0,,30.0,158,P,,A,0.0,P,NIL,2
425059,S188257,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,306.5,,19.3,146,P,,A,0.0,,NIL,6
426097,S189964,Create Fine,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
428124,S192951,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,84.0,,16.0,158,,,A,0.0,,NIL,2
279261,P6267,Payment,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,25.0,25.0,,7,,,A,25.0,,NIL,0
422755,S184975,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,159.0,,30.0,158,P,,A,0.0,P,NIL,2
427615,S192013,Create Fine,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
428722,S194259,Payment,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428674,S193971,Payment,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
278440,P5396,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,25.0,,15.0,7,,,A,0.0,,NIL,0
278350,P5321,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,25.0,,15.0,7,,,A,0.0,,NIL,0
427871,S192651,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,41.0,,15.0,7,,,A,0.0,,NIL,0
427335,S191670,Send Appeal to Prefecture,2013/06/05 00:00:00.000,2013/06/05 00:00:00.000,323.0,,15.0,146,P,,A,0.0,P,NIL,6
428698,S194088,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,157,,,A,41.0,,NIL,0
428697,S194088,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
423851,S186536,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428700,S194163,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,25.0,25.0,,181,,,A,25.0,,NIL,0
278771,P5748,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
428733,S194306,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
428744,S194401,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
427616,S192013,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,84.0,84.0,,158,,,A,84.0,,NIL,0
428662,S193926,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
422785,S185017,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428712,S194227,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428765,S194451,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,25.0,,,181,,,A,0.0,,NIL,0
428766,S194451,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,25.0,25.0,,181,,,A,25.0,,NIL,0
428767,S194452,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428684,S194021,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,84.0,84.0,,158,,,A,84.0,,NIL,0
428628,S193815,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428768,S194452,Payment,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
428769,S194460,Create Fine,2013/06/06 00:00:00.000,2013/06/06 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
428166,S193005,Send Fine,2013/06/07 00:00:00.000,2013/06/07 00:00:00.000,41.0,,16.0,158,,,A,0.0,,NIL,0
427752,S192318,Send Fine,2013/06/07 00:00:00.000,2013/06/07 00:00:00.000,41.0,,16.0,7,,,A,0.0,,NIL,0
