,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
401777,S169206,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,159.0,174.0,15.0,158,P,,A,174.0,P,NIL,2
424079,S186843,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
424393,S187344,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,80.0,,,158,,,A,0.0,,NIL,2
424938,S188098,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,158,,,A,0.0,,NIL,0
425050,S188243,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,158,,,A,0.0,,NIL,0
408937,S172856,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,159.0,174.0,15.0,158,P,,A,174.0,P,NIL,0
424316,S187228,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,39.0,,158,,,A,39.0,,NIL,0
276456,P3553,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
425204,S188504,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
422484,S184588,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,80.0,,,158,,,A,0.0,,NIL,0
424387,S187343,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,157,,,A,0.0,,NIL,0
273888,P2238,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
405380,S170997,Payment,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,79.5,94.5,15.0,7,P,,A,94.5,P,NIL,0
423546,S186176,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,157,,,A,0.0,,NIL,0
425206,S188508,Create Fine,2012/09/01 00:00:00.000,2012/09/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
277482,P4409,Create Fine,2012/09/02 00:00:00.000,2012/09/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
277476,P4402,Create Fine,2012/09/02 00:00:00.000,2012/09/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
277478,P4404,Create Fine,2012/09/02 00:00:00.000,2012/09/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
277480,P4407,Create Fine,2012/09/02 00:00:00.000,2012/09/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
274022,P2291,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
274591,P2592,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
405935,S171326,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
100488,C23214,Insert Fine Notification,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,159.0,,0.0,80,P,,A,0.0,C,NIL,0
424417,S187382,Create Fine,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
405901,S171308,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,79.5,94.5,15.0,7,P,,A,94.5,P,NIL,0
424418,S187382,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
422074,S183940,Payment,2012/09/03 00:00:00.000,2012/09/03 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
