,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
350989,S142452,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,M,0.0,P,NIL,0
71144,A45773,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
349776,S141780,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
318378,S124745,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
70039,A45053,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
353576,S143884,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
362522,S148772,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
360347,S147538,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
70661,A45405,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
362512,S148767,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
359480,S147094,Payment,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
353297,S143647,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
362383,S148672,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
545254,V18895,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.0,,,142,,,A,0.0,,NIL,5
352184,S143103,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
359937,S147327,Payment,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
544989,V18738,Receive Result Appeal from Prefecture,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,312.0,,26.0,142,P,,A,0.0,P,NIL,5
354545,S144371,Insert Date Appeal to Prefecture,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,150.0,,13.5,191,P,,A,0.0,P,NIL,5
350937,S142418,Payment,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,51.5,13.5,158,P,,A,51.5,P,NIL,0
359970,S147372,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
70155,A45110,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
351430,S142675,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
362378,S148671,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
68071,A44073,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,46.0,,13.5,7,P,,A,0.0,,NIL,0
362517,S148771,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,2
353501,S143841,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,149.5,,26.0,7,P,,C,0.0,P,NIL,0
70070,A45066,Payment,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,51.5,13.5,157,P,,A,51.5,P,NIL,0
361863,S148380,Payment,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
40293,A29419,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
70505,A45334,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
69152,A44619,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
338953,S136155,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,2
350034,S141934,Add penalty,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,2
362232,S148603,Create Fine,2010/03/01 00:00:00.000,2010/03/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
