,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
363853,S149484,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
363848,S149483,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
356432,S145375,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,77.5,51.5,13.5,7,P,,A,51.5,P,NIL,0
98004,C21458,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
361606,S148243,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
361607,S148243,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
98003,C21458,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
363625,S149357,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
363654,S149370,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
363748,S149424,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
362997,S149040,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
363002,S149041,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
364254,S149681,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
363004,S149043,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
364259,S149682,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
356082,S145169,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
363908,S149512,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,23.0,,7,,,A,23.0,,NIL,0
363011,S149046,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
364261,S149684,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
363892,S149501,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,78.0,78.0,,158,,,A,78.0,,NIL,0
364263,S149685,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
364270,S149688,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
356751,S145548,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
363658,S149373,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,23.0,,7,,,A,23.0,,NIL,0
363656,S149371,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,23.0,23.0,,7,,,A,23.0,,NIL,0
358649,S146652,Payment,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,51.5,13.5,7,,,A,51.5,,NIL,0
363743,S149421,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
356927,S145636,Insert Date Appeal to Prefecture,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,13.5,7,P,,A,0.0,P,NIL,0
363745,S149422,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
363747,S149424,Create Fine,2010/04/01 00:00:00.000,2010/04/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
