,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
480823,S68753,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,131.2,,6.71,158,P,,A,0.0,N,NIL,0
475111,S66312,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
474681,S66108,Receive Result Appeal from Prefecture,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,13.43,157,P,,A,0.0,N,NIL,0
476839,S67041,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,131.2,,6.71,158,P,,A,0.0,N,NIL,0
476171,S66760,Payment,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,39.51,6.71,7,P,,A,39.51,N,NIL,0
480680,S68666,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,158,P,,A,0.0,N,NIL,0
146922,N36102,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
477918,S67496,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,158,P,,A,0.0,N,NIL,0
478739,S67830,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
151242,N38028,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,39.36,,6.71,7,P,,A,0.0,N,NIL,0
556735,V8127,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,262.4,,6.71,142,P,,A,0.0,N,NIL,0
481949,S69301,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
463617,S61450,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,131.2,,11.88,158,P,,A,0.0,N,NIL,0
480317,S68528,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
481963,S69305,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
476834,S67040,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,36.93,6.71,7,P,,A,36.93,N,NIL,0
477670,S67399,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
481110,S68899,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,43,P,,C,0.0,N,NIL,0
476273,S66802,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
481160,S68958,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,131.2,,6.71,158,P,,A,0.0,N,NIL,0
472696,S65244,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
479053,S67971,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,158,P,,A,0.0,N,NIL,0
476523,S66908,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
475412,S66428,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
481856,S69264,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,158,P,,A,0.0,N,NIL,0
469008,S63635,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,39.51,11.88,157,P,,A,39.51,N,NIL,0
475807,S66609,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,11.87,157,P,,A,0.0,N,NIL,0
477420,S67301,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,158,P,,A,0.0,N,NIL,0
480296,S68521,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
479587,S68182,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
481004,S68842,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
555860,V7751,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,262.4,,6.71,142,P,,A,0.0,N,NIL,0
477665,S67398,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,157,P,,A,0.0,N,NIL,0
481727,S69204,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
477708,S67415,Add penalty,2002/02/01 00:00:00.000,2002/02/01 00:00:00.000,65.6,,6.71,7,P,,A,0.0,N,NIL,0
