,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
423855,S186552,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
423832,S186510,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,79.5,,15.0,157,P,,A,0.0,P,NIL,0
100510,C23359,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,47.0,,0.0,190,P,,A,0.0,,NIL,0
278140,P5137,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
277304,P4187,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
423746,S186441,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
420880,S182211,Add penalty,2013/01/01 00:00:00.000,2013/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
427410,S191757,Create Fine,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
100516,C23364,Add penalty,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,3684.5,152.0,0.0,80,P,,A,152.0,C,NIL,0
427408,S191755,Create Fine,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
421912,S183714,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,159.0,79.0,15.0,158,P,,A,174.0,P,NIL,0
427406,S191754,Create Fine,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,41.0,,,7,,,A,0.0,,NIL,0
420098,S181137,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,108.0,30.0,7,P,,A,108.0,P,NIL,0
274283,P2466,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,47.0,33.0,15.0,7,P,,A,33.0,P,NIL,0
278496,P5459,Create Fine,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
414667,S175888,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
274132,P241,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
422739,S184955,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
420314,S181439,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
423833,S186510,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,54.0,15.0,157,P,,A,54.0,P,NIL,0
273243,P19,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
426276,S190274,Insert Fine Notification,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,80.0,,15.0,158,P,,A,0.0,P,NIL,0
392836,S164620,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,104.5,25.0,158,P,,A,104.5,P,NIL,0
414600,S175858,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,25.0,15.0,7,P,,A,54.0,P,NIL,0
277410,P4294,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,47.0,23.0,15.0,7,P,,A,62.0,P,NIL,0
412409,S174704,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,159.0,174.0,15.0,158,P,,A,174.0,,NIL,0
272357,P1538,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,47.0,62.0,15.0,7,P,,A,62.0,P,NIL,0
355871,S145065,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,79.5,104.5,25.0,157,P,,A,104.5,P,NIL,0
423902,S186600,Payment,2013/01/02 00:00:00.000,2013/01/02 00:00:00.000,80.0,80.0,,158,,,A,80.0,,NIL,0
278605,P5557,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
278449,P5405,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
278443,P5401,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
278607,P5560,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
277775,P4749,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
278609,P5561,Create Fine,2013/01/03 00:00:00.000,2013/01/03 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
