,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
42437,A30511,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
346013,S139853,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
346018,S139854,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
66237,A43193,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
339095,S136236,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
344650,S139063,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
66512,A43313,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
67163,A43622,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
343708,S138594,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,181,,,A,0.0,,NIL,0
343710,S138595,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
343717,S138597,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
343947,S138737,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
68158,A44140,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
68163,A44141,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
42419,A30504,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
68153,A44138,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
344540,S139011,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
336607,S134914,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
342731,S138139,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,181,,,A,0.0,,NIL,0
345557,S139602,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
343715,S138596,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
345328,S139474,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
42421,A30505,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
343722,S138598,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,181,,,A,0.0,,NIL,0
345060,S139265,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
328710,S130272,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
42423,A30506,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
67292,A43684,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
42428,A30507,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
66850,A43469,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
341849,S137725,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
63203,A41571,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
67290,A43682,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
344551,S139019,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
345064,S139270,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
342323,S137935,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
66889,A43499,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
333673,S133325,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
66873,A43486,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
68046,A44062,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
326682,S129146,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
66887,A43498,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
325068,S128340,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
344908,S139181,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
42435,A30510,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
344665,S139067,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
60390,A40122,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
344660,S139065,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
343611,S138548,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
344655,S139064,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
345667,S139651,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
348518,S141091,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
345558,S139602,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
67211,A43649,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
343598,S138538,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
67203,A43646,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
68311,A44204,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
310222,S120196,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,74.0,38.0,13.5,7,P,,A,87.5,P,NIL,0
68316,A44205,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
68309,A44201,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
345184,S139402,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
341305,S137436,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
66861,A43479,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
64627,A42370,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
62281,A41138,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
65492,A42783,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
65490,A42782,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
65483,A42780,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
62505,A41218,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
65488,A42781,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
344859,S139161,Payment,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
42430,A30508,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
65481,A42779,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
65476,A42777,Create Fine,2009/07/01 00:00:00.000,2009/07/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
67939,A44001,Create Fine,2009/07/02 00:00:00.000,2009/07/02 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
67948,A44006,Create Fine,2009/07/02 00:00:00.000,2009/07/02 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
344317,S138914,Payment,2009/07/02 00:00:00.000,2009/07/02 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
41970,A30249,Payment,2009/07/02 00:00:00.000,2009/07/02 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
345350,S139484,Create Fine,2009/07/02 00:00:00.000,2009/07/02 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
