,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
378085,S156578,Create Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
387578,S161672,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,13.5,158,,,A,0.0,,NIL,0
387592,S161680,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,24.0,,13.5,181,,,A,0.0,,NIL,0
389159,S162504,Insert Fine Notification,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,26.0,158,P,,A,0.0,P,NIL,0
360875,S147848,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,13.5,158,,,A,0.0,,NIL,2
389233,S162536,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,7,,,A,0.0,,NIL,0
374224,S154664,Insert Fine Notification,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,23.0,,19.1,181,P,,A,0.0,P,NIL,0
388002,S161910,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,7,,,A,0.0,,NIL,0
388014,S161920,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,7,,,A,0.0,,NIL,0
389565,S162731,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,157,,,A,0.0,,NIL,0
387998,S161905,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,13.5,158,,,A,0.0,,NIL,2
382240,S158859,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,78.0,,24.7,158,,,A,0.0,,NIL,0
388541,S162219,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,38.0,,19.1,157,,,A,0.0,,NIL,0
389496,S162708,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,7,,,A,0.0,,NIL,0
389189,S162517,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,39.0,,13.5,7,,,A,0.0,,NIL,0
389765,S162893,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,24.0,,13.5,7,,,A,0.0,,NIL,0
390329,S163201,Create Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,,158,,,A,0.0,,NIL,0
390334,S163202,Create Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,,158,,,A,0.0,,NIL,0
374299,S154697,Receive Result Appeal from Prefecture,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,155.5,,26.0,158,P,,A,0.0,P,NIL,0
376676,S155886,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,13.5,158,,,A,0.0,,NIL,0
389223,S162529,Send Fine,2011/03/01 00:00:00.000,2011/03/01 00:00:00.000,80.0,,13.5,158,,,A,0.0,,NIL,0
