,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
426049,S189922,Add penalty,2013/04/01 00:00:00.000,2013/04/01 00:00:00.000,79.5,,15.0,158,P,,A,0.0,P,NIL,0
428081,S192906,Create Fine,2013/04/01 00:00:00.000,2013/04/01 00:00:00.000,41.0,,,141,,,A,0.0,,NIL,0
427301,S191614,Add penalty,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,79.5,,15.0,157,P,,A,0.0,P,NIL,0
428127,S192957,Create Fine,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
278827,P5834,Create Fine,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,25.0,,,7,,,A,0.0,,NIL,0
427804,S192503,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,84.0,84.0,,158,,,C,84.0,,NIL,0
418181,S178436,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,1597.0,101.63,15.0,193,P,,A,304.89,P,NIL,0
277563,P4486,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,47.0,39.0,15.0,7,P,,A,39.0,P,NIL,0
426958,S191236,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
419109,S179695,Create Fine,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
277562,P4486,Add penalty,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
427836,S192620,Create Fine,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,84.0,,,158,,,A,0.0,,NIL,0
427339,S191672,Insert Date Appeal to Prefecture,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,41.0,,15.0,7,P,,A,0.0,P,NIL,0
419306,S180033,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,79.5,94.5,15.0,7,P,,A,94.5,P,NIL,0
428074,S192901,Payment,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,41.0,41.0,,158,,,A,41.0,,NIL,0
277644,P4546,Notify Result Appeal to Offender,2013/04/02 00:00:00.000,2013/04/02 00:00:00.000,47.0,,30.0,7,P,,A,0.0,P,NIL,0
426589,S190728,Payment,2013/04/03 00:00:00.000,2013/04/03 00:00:00.000,79.5,40.5,15.0,157,P,,A,94.5,P,NIL,0
278147,P5138,Insert Date Appeal to Prefecture,2013/04/03 00:00:00.000,2013/04/03 00:00:00.000,47.0,,30.0,7,P,,A,0.0,P,NIL,0
427016,S191313,Create Fine,2013/04/03 00:00:00.000,2013/04/03 00:00:00.000,41.0,,,157,,,A,0.0,,NIL,0
424709,S187824,Payment,2013/04/03 00:00:00.000,2013/04/03 00:00:00.000,79.5,40.5,15.0,7,P,,A,94.5,P,NIL,0
427401,S191745,Payment,2013/04/03 00:00:00.000,2013/04/03 00:00:00.000,41.0,41.0,,7,,,A,41.0,,NIL,0
