,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
47721,A33216,Insert Fine Notification,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
41454,A29951,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
53316,A35997,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
319328,S125225,Send Appeal to Prefecture,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,26.0,157,P,,A,0.0,P,NIL,0
318243,S124664,Send Appeal to Prefecture,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,142.5,,13.0,171,P,,M,0.0,P,#,5
261496,N95511,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,71.5,85.75,14.25,157,P,,A,85.75,P,NIL,0
53308,A35991,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
53314,A35995,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
328026,S129889,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,0
37099,A27815,Add penalty,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,44.0,,13.0,7,P,,A,0.0,P,NIL,0
41455,A29951,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
41456,A29952,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
41461,A29953,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
54021,A36471,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
41468,A29956,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
329760,S130908,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
317551,S124298,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,49.0,13.0,7,P,,A,98.0,P,NIL,0
321439,S126346,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
53291,A35982,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
543332,V17812,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,148.0,,,142,,,A,0.0,,NIL,5
324779,S128189,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
6740,A13117,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
51344,A35002,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,36.0,,157,,,A,36.0,,NIL,0
40140,A29361,Add penalty,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,,13.0,157,P,,A,0.0,P,NIL,0
39310,A28894,Add penalty,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,44.0,,13.0,7,P,,A,0.0,P,NIL,0
39123,A28796,Add penalty,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,,13.0,157,P,,A,0.0,P,NIL,0
40499,A29496,Insert Fine Notification,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
329345,S130602,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,74.0,,158,,,A,74.0,,NIL,0
329941,S131004,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,74.0,,158,,,A,74.0,,NIL,0
8786,A14107,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,87.0,13.0,157,P,,A,87.0,P,NIL,0
542298,V17236,Add penalty,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,297.0,,13.0,142,P,,A,0.0,P,NIL,5
13740,A16448,Payment,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,74.0,87.0,13.0,157,P,,A,87.0,P,NIL,0
40795,A29599,Create Fine,2008/10/01 00:00:00.000,2008/10/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
