,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
281531,S101101,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,7,P,,A,0.0,P,NIL,0
234362,N80821,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
283539,S102674,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
213923,N68593,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,33.6,,16.6,157,P,,A,0.0,P,NIL,0
209323,N66121,Insert Date Appeal to Prefecture,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,33.6,,16.6,157,P,,A,0.0,P,NIL,0
91710,C18048,Send Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,0.0,7,,,A,0.0,,NIL,0
218813,N71465,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,157,P,,A,0.0,P,NIL,0
281644,S101200,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
531690,S98590,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,7,P,,A,0.0,P,NIL,0
284713,S103974,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,7,,,A,35.0,,NIL,0
212002,N67280,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.77,44.6,11.0,157,P,,A,44.6,P,NIL,0
234370,N80828,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
91785,C18080,Send Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.0,,0.0,171,,,C,0.0,,NIL,0
232822,N79653,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
221901,N73085,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
281270,S100844,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,71.0,,16.6,158,P,,A,0.0,P,NIL,0
283198,S102397,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,71.0,71.0,,158,,,A,71.0,,NIL,0
232821,N79653,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
216135,N69991,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,157,P,,A,0.0,P,NIL,0
212938,N67973,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.77,44.6,11.0,157,P,,A,44.6,P,NIL,0
191360,N57667,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.77,90.97,22.2,157,P,,A,90.97,P,NIL,0
232819,N79652,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
205910,N63816,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,33.6,44.6,16.6,157,P,,A,44.6,P,NIL,0
283739,S102941,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,7,,,A,35.0,,NIL,0
91711,C18048,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,0.0,7,P,,A,0.0,C,NIL,0
235464,N81416,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
232823,N79654,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
91786,C18080,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.0,,0.0,171,P,,C,0.0,C,NIL,0
214922,N69062,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,157,P,,A,0.0,P,NIL,0
281280,S100849,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,158,P,,A,0.0,P,NIL,0
224637,N74544,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
283073,S102256,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,21.0,21.0,,181,,,A,21.0,,NIL,0
221897,N73080,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
284737,S104001,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,7,,,M,35.0,,NIL,0
234478,N80927,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
283642,S102770,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,71.0,71.0,,158,,,A,71.0,,NIL,0
186729,N55384,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.77,68.77,11.0,157,P,,A,79.77,P,NIL,0
205842,N63785,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,68.77,11.0,11.0,157,P,,A,44.6,P,NIL,0
531394,S98436,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,137.55,84.85,16.6,158,P,,A,84.85,P,NIL,2
213349,N68237,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,33.6,11.0,16.6,157,P,,A,44.6,P,NIL,0
284743,S104011,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
213701,N68500,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,157,P,,A,0.0,P,NIL,0
225899,N75543,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
280863,S100469,Insert Fine Notification,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,16.6,7,P,,A,0.0,P,NIL,0
225897,N75532,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
231423,N78876,Payment,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
221895,N73075,Create Fine,2005/07/01 00:00:00.000,2005/07/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
