,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
399438,S168020,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,,,158,,,A,0.0,,NIL,0
99853,C22413,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,798.0,,,193,,,A,0.0,,NIL,0
391061,S163546,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,80.0,,15.0,158,P,,A,0.0,P,NIL,0
400444,S168555,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
400629,S168652,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
398316,S167485,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
99854,C22413,Send Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,798.0,,0.0,193,,,A,0.0,,NIL,0
397784,S167248,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
99855,C22413,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,798.0,,0.0,193,P,,A,0.0,C,NIL,0
99487,C22235,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,398.0,,0.0,23,P,,A,0.0,,NIL,0
400442,S168554,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
393576,S165047,Payment,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
397192,S166847,Payment,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,24.0,,7,,,A,24.0,,NIL,0
545518,V19027,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,159.0,,15.0,142,P,,A,0.0,P,NIL,3
400636,S168656,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
399626,S168120,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
399621,S168118,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,181,,,A,0.0,,NIL,0
392238,S164240,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,,15.0,158,P,,A,0.0,P,NIL,0
399619,S168117,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
400634,S168653,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
400445,S168555,Payment,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
99736,C22355,Create Fine,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,798.0,,,193,,,C,0.0,,NIL,0
391850,S163993,Payment,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
99850,C22412,Insert Fine Notification,2011/06/01 00:00:00.000,2011/06/01 00:00:00.000,159.0,,0.0,80,P,,A,0.0,C,NIL,0
