,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
348613,S141141,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
331894,S132216,Add penalty,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,148.0,,13.5,158,P,,A,0.0,P,NIL,2
544329,V18378,Insert Fine Notification,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,155.0,,13.5,142,P,,A,0.0,P,NIL,5
348608,S141140,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
348606,S141138,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
63274,A41616,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
62677,A41318,Insert Fine Notification,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
336298,S134756,Payment,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,38.0,,158,,,A,38.0,,NIL,0
345136,S139354,Payment,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
348745,S141232,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
62671,A41315,Insert Fine Notification,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,13.5,157,P,,A,0.0,P,NIL,0
329143,S130500,Insert Fine Notification,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,13.5,157,P,,A,0.0,P,NIL,0
350525,S142224,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
42087,A30304,Payment,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,74.0,87.5,13.5,157,P,,A,87.5,P,NIL,0
67479,A43783,Create Fine,2009/08/01 00:00:00.000,2009/08/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
