,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
326238,S128920,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
324864,S128228,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
326022,S128817,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,2
325479,S128532,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
51736,A35174,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
325973,S128792,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,M,0.0,P,NIL,0
43018,A30864,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
39644,A29084,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
327774,S129757,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,2
52298,A35513,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
51819,A35212,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
327307,S129510,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
52562,A35614,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
327791,S129763,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
50163,A34367,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
327954,S129840,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,22.0,,13.5,181,P,,A,0.0,P,NIL,0
43364,A31069,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
47275,A32982,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
324827,S128212,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
324390,S127988,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
327325,S129514,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
49442,A34026,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
325985,S128800,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
325812,S128693,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
51904,A35257,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
52608,A35638,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
52643,A35664,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
324339,S127960,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
326107,S128856,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
52184,A35404,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
52238,A35438,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
52767,A35714,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
50203,A34389,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
326259,S128929,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
50769,A34709,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
326085,S128849,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
320636,S125943,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
322979,S127143,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
51754,A35180,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
51313,A34987,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
320622,S125938,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
327041,S129355,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,2
50140,A34352,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
326293,S128940,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
322984,S127144,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
42679,A30622,Insert Fine Notification,2009/01/01 00:00:00.000,2009/01/01 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
320322,S125781,Add penalty,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,148.0,,13.5,158,P,,A,0.0,P,NIL,0
317593,S124318,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,19.1,7,P,,A,0.0,P,NIL,0
42008,A30270,Insert Date Appeal to Prefecture,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
51729,A35170,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
326305,S128945,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
324688,S128144,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
327922,S129826,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
321233,S126243,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
49449,A34027,Add penalty,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,7,P,,A,0.0,P,NIL,0
330040,S131060,Payment,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,36.0,,158,,,A,36.0,,NIL,0
326456,S129019,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,158,P,,M,0.0,P,NIL,0
327942,S129835,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
36108,A27321,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
327516,S129610,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
326832,S129236,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
322442,S126847,Add penalty,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,148.0,,26.0,158,P,,A,0.0,P,NIL,2
327359,S129531,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
41663,A30054,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
50764,A34707,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
50745,A34702,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
332365,S132542,Create Fine,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
52762,A35712,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
50645,A34622,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
325574,S128578,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
50633,A34618,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,22.0,,13.5,7,P,,A,0.0,P,NIL,0
291046,S107740,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,7,P,,A,0.0,P,NIL,0
37048,A27787,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,19.1,157,P,,A,0.0,P,NIL,0
326707,S129168,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
318613,S124864,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,29.8,7,P,,A,0.0,P,NIL,0
325474,S128531,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,0
323031,S127169,Add penalty,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,7,P,,A,0.0,P,NIL,0
319135,S125118,Payment,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,49.5,13.5,7,P,,A,49.5,P,NIL,0
49151,A33909,Add penalty,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,157,P,,A,0.0,P,NIL,0
325963,S128790,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
327068,S129370,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,2
325465,S128527,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
326493,S129043,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
327694,S129701,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,158,P,,A,0.0,P,NIL,0
327412,S129559,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
325884,S128741,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,74.0,,13.5,158,P,,A,0.0,P,NIL,2
43066,A30878,Insert Fine Notification,2009/01/02 00:00:00.000,2009/01/02 00:00:00.000,36.0,,13.5,157,P,,A,0.0,P,NIL,0
