,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
436557,S49205,Insert Fine Notification,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,6.46,158,P,,A,0.0,N,NIL,0
122733,N27007,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
117630,N25273,Payment,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,37.75,11.41,157,P,,A,37.75,N,NIL,0
443963,S52484,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
445757,S53275,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
550917,V5683,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,125.19,,,142,,,A,0.0,,NIL,0
113185,N23675,Add penalty,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,37.56,,6.46,7,P,,A,0.0,N,NIL,0
550906,V5681,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,125.19,,,142,,,A,0.0,,NIL,0
430381,S42789,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
436636,S49234,Insert Fine Notification,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,6.46,7,P,,A,0.0,N,NIL,0
122721,N27003,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
550895,V5674,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,125.19,,,142,,,A,0.0,,NIL,0
113167,N23668,Add penalty,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,62.59,,6.46,158,P,,A,0.0,N,NIL,0
116110,N24743,Insert Fine Notification,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,18.78,,6.46,7,P,,A,0.0,N,NIL,0
436621,S49227,Insert Fine Notification,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,6.46,158,P,,A,0.0,N,NIL,0
122726,N27005,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
118368,N25503,Insert Fine Notification,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,18.78,,6.46,7,P,,A,0.0,N,NIL,0
550901,V5678,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,125.19,,,142,,,A,0.0,,NIL,0
122728,N27006,Create Fine,2000/07/01 00:00:00.000,2000/07/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
