,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
513943,S86384,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,35.17,10.0,7,P,,A,78.77,N,NIL,0
521919,S92748,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
521917,S92747,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
521915,S92746,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
515786,S87522,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,137.55,78.25,10.0,158,P,,A,78.25,N,NIL,0
521913,S92745,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
539128,V12440,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,275.1,147.55,10.0,142,P,,A,285.1,N,NIL,0
521175,S92233,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,33.6,,157,,,A,33.6,,NIL,0
515472,S87349,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,10.0,10.0,7,P,,A,43.6,N,NIL,0
88232,C15517,Insert Date Appeal to Prefecture,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,687.75,,0.0,193,P,,C,0.0,N,NIL,0
521914,S92745,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,33.6,,158,,,A,33.6,,NIL,0
179246,N49586,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,35.17,15.16,157,P,,A,83.93,N,NIL,0
89047,C16175,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,33.6,,180,,,A,33.6,,NIL,0
539051,V12405,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,275.1,137.55,15.6,142,P,,A,285.1,N,NIL,0
179308,N49618,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,40.33,15.16,157,P,,A,83.93,N,NIL,0
521949,S92766,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.25,,,158,,,A,0.0,,NIL,0
533949,V10119,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,655.5,337.0,10.0,142,P,,A,337.0,N,NIL,0
515225,S87182,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,40.33,15.16,7,P,,A,83.93,N,NIL,0
516458,S88042,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,68.77,35.17,10.0,157,P,,A,78.77,N,NIL,0
521947,S92765,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,7,,,A,0.0,,NIL,0
513052,S85888,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
521946,S92763,Payment,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,33.6,,7,,,A,33.6,,NIL,0
521178,S92239,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
521945,S92763,Create Fine,2004/04/01 00:00:00.000,2004/04/01 00:00:00.000,33.6,,,7,,,A,0.0,,NIL,0
508439,S82666,Receive Result Appeal from Prefecture,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,68.77,,0.0,7,P,,A,0.0,N,NIL,0
521851,S92696,Create Fine,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
521853,S92697,Create Fine,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
88608,C15847,Add penalty,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,68.77,,0.0,180,P,,A,0.0,N,NIL,0
521858,S92699,Create Fine,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
504530,S80519,Receive Result Appeal from Prefecture,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,68.77,,16.0,7,P,,A,0.0,N,NIL,0
507521,S82098,Create Fine,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
511029,S84362,Payment,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,68.77,83.93,15.16,7,P,,A,83.93,N,NIL,0
88967,C16120,Insert Fine Notification,2004/04/02 00:00:00.000,2004/04/02 00:00:00.000,33.6,,0.0,180,P,,A,0.0,,NIL,0
