,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
271292,P1096,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
411189,S173973,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
408197,S172467,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
272283,P1511,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
411882,S174371,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
415824,S176568,Insert Fine Notification,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,39.0,,15.0,7,P,,A,0.0,P,NIL,0
409605,S173195,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
408164,S172443,Create Fine,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,39.0,,,158,,,A,0.0,,NIL,0
409131,S172947,Add penalty,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
413012,S175025,Insert Fine Notification,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,39.0,,15.0,7,P,,A,0.0,P,NIL,0
404927,S170768,Create Fine,2012/01/01 00:00:00.000,2012/01/01 00:00:00.000,39.0,,,158,,,A,0.0,,NIL,0
404570,S170546,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
271972,P1389,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
412744,S174881,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,80.0,80.0,,158,,,A,80.0,,NIL,0
411721,S174266,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
411724,S174267,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
410031,S173379,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,157,P,,A,0.0,P,NIL,0
273659,P214,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,25.0,7,P,,A,0.0,P,NIL,0
404901,S170721,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
407069,S171871,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,154.0,,25.0,191,P,,A,0.0,P,NIL,8
391700,S163907,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,306.5,55.0,15.0,146,P,,A,55.0,P,NIL,6
276522,P3588,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
71133,A45766,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,77.5,31.0,13.5,7,P,,A,91.0,P,NIL,0
412339,S174657,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
411723,S174267,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
410589,S173630,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
273071,P1821,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,47.0,,15.0,7,P,,A,0.0,P,NIL,0
411722,S174266,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
391225,S163631,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
273682,P2150,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
276527,P3589,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
416814,S177480,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,80.0,80.0,,158,,,A,80.0,,NIL,0
406716,S171687,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,158,P,,A,0.0,P,NIL,0
411322,S174051,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
405124,S170889,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,159.0,,15.0,158,P,,A,0.0,P,NIL,0
416058,S176852,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,181,P,,A,0.0,P,NIL,0
276520,P3587,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
410509,S173599,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
275227,P2852,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
273641,P2136,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
411720,S174263,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
409065,S172910,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,158,P,,A,0.0,P,NIL,0
409824,S173286,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
412097,S174474,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,,NIL,0
410141,S173427,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
275790,P3160,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
404892,S170717,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,157,P,,A,0.0,P,NIL,0
345531,S139586,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,77.5,91.0,13.5,158,P,,A,91.0,P,NIL,0
410584,S173629,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
274217,P2445,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
275531,P2980,Create Fine,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
409845,S173295,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
273143,P1860,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,25.0,7,P,,A,0.0,P,NIL,0
370219,S152752,Payment,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,77.5,27.0,13.5,158,P,,A,27.0,P,NIL,0
275269,P2868,Insert Fine Notification,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,24.0,,15.0,7,P,,A,0.0,P,NIL,0
411599,S174204,Add penalty,2012/01/02 00:00:00.000,2012/01/02 00:00:00.000,79.5,,15.0,7,P,,A,0.0,P,NIL,0
