,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
385905,S160837,Create Fine,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
365883,S150498,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
367767,S151524,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,46.0,,13.5,181,P,,A,0.0,P,NIL,0
361128,S148005,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
376648,S155875,Create Fine,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
369542,S152399,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,46.0,,13.5,7,P,,A,0.0,P,NIL,0
388394,S162125,Create Fine,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,23.0,,,181,,,A,0.0,,NIL,0
364594,S149862,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,46.0,,19.1,7,P,,A,0.0,P,NIL,0
369474,S152371,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,46.0,,13.5,7,P,,A,0.0,P,NIL,0
368722,S152016,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
365587,S150345,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
380599,S157926,Create Fine,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
369892,S152566,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
367179,S151233,Add penalty,2010/11/01 00:00:00.000,2010/11/01 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
367237,S151261,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
366600,S150867,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,2
382037,S158756,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,19.1,157,P,,A,0.0,P,NIL,0
378615,S156875,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,19.1,7,P,,A,0.0,P,NIL,0
371876,S153554,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,19.1,158,P,,A,0.0,P,NIL,2
381238,S158295,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,389.0,,13.5,180,P,,A,0.0,P,NIL,0
366335,S150734,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,46.0,,13.5,181,P,,A,0.0,P,NIL,0
365742,S150423,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
372951,S154050,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
366340,S150735,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,46.0,,13.5,7,P,,A,0.0,P,NIL,0
386129,S160933,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,23.0,,7,,,A,23.0,,NIL,0
376560,S155831,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,157,P,,A,0.0,P,NIL,0
365747,S150425,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
368639,S151975,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,19.1,158,P,,A,0.0,P,NIL,2
378989,S157054,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,158,P,,A,0.0,P,NIL,0
374944,S155027,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
366384,S150765,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,157,P,,A,0.0,P,NIL,0
383985,S159808,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
380732,S157997,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,13.5,158,P,,A,0.0,P,NIL,0
375444,S155272,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,24.7,7,P,,A,0.0,,NIL,0
349012,S141384,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,51.5,13.5,7,P,,A,51.5,P,NIL,0
386157,S160943,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,158,,,A,0.0,,NIL,0
384856,S160296,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
378710,S156924,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,19.1,7,P,,A,0.0,P,NIL,0
378549,S156826,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,19.1,158,P,,A,0.0,P,NIL,0
354910,S144540,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,157,P,,A,0.0,P,NIL,0
366488,S150816,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
382687,S159078,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
380057,S157600,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,13.5,158,P,,A,0.0,P,NIL,0
374528,S154820,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,158,P,,A,0.0,P,NIL,0
371664,S153461,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,19.1,157,P,,A,0.0,P,NIL,0
365446,S150283,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,46.0,36.5,13.5,181,P,,A,36.5,P,NIL,0
382744,S159114,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,13.5,158,P,,A,0.0,P,NIL,0
368449,S151875,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,19.1,7,P,,A,0.0,P,NIL,0
380705,S157989,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,158,P,,A,0.0,P,NIL,0
383362,S159506,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,181,P,,A,0.0,P,NIL,0
381243,S158296,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,653.0,,13.5,94,P,,A,0.0,P,NIL,0
369818,S152524,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
378570,S156853,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,19.1,158,P,,A,0.0,P,NIL,0
379723,S157429,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,19.1,158,P,,A,0.0,P,NIL,0
379473,S157292,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,158,P,,A,0.0,P,NIL,0
366221,S150677,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
383987,S159813,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,,158,,,A,0.0,,NIL,0
379478,S157294,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,158,P,,A,0.0,P,NIL,0
377617,S156336,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,7,P,,A,0.0,P,NIL,0
383984,S159805,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
386131,S160935,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
365095,S150099,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
380415,S157794,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,7,P,,A,0.0,P,NIL,0
366519,S150831,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,46.0,,13.5,181,P,,A,0.0,P,NIL,0
377265,S156154,Insert Date Appeal to Prefecture,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,7,P,,C,0.0,P,NIL,0
380839,S158099,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,36.5,13.5,7,,,A,36.5,,NIL,0
386492,S161098,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,78.0,,158,,,A,78.0,,NIL,0
388407,S162132,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,150.0,,,191,,,A,0.0,,NIL,5
388400,S162127,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
374296,S154697,Insert Date Appeal to Prefecture,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,26.0,158,P,,A,0.0,P,NIL,0
384722,S160200,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
379556,S157341,Appeal to Judge,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,50.67,,13.5,146,P,0.0,A,0.0,P,NIL,2
383161,S159368,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,13.5,158,P,,A,0.0,P,NIL,2
363085,S149082,Insert Date Appeal to Prefecture,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,78.0,,13.5,158,P,,A,0.0,P,NIL,2
384646,S160169,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
388453,S162151,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
366892,S151021,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
388254,S162051,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
370647,S152958,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,2
388260,S162058,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,157,,,A,0.0,,NIL,0
362715,S148889,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
388256,S162052,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
384684,S160188,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,13.5,7,P,,A,0.0,P,NIL,0
388258,S162057,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
369187,S152259,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
383278,S159445,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,36.5,13.5,7,,,A,36.5,,NIL,0
370569,S152919,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,7,P,,A,0.0,P,NIL,0
388371,S162106,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
381982,S158735,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,157,,,A,38.0,,NIL,0
383525,S159569,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
370302,S152784,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,77.5,,13.5,158,P,,A,0.0,P,NIL,0
385188,S160455,Insert Fine Notification,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,13.5,7,P,,A,0.0,P,NIL,0
370225,S152753,Add penalty,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,155.5,,13.5,158,P,,A,0.0,P,NIL,0
386493,S161099,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,23.0,,,7,,,A,0.0,,NIL,0
385907,S160839,Create Fine,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,,,7,,,A,0.0,,NIL,0
385906,S160837,Payment,2010/11/02 00:00:00.000,2010/11/02 00:00:00.000,38.0,38.0,,7,,,A,38.0,,NIL,0
