,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
422633,S184798,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
422634,S184799,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
422923,S185326,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,80.0,,,158,,,A,0.0,,NIL,0
421839,S183601,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,24.0,24.0,,181,,,A,24.0,,NIL,0
422657,S184818,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
422601,S184747,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,39.0,,157,,,A,39.0,,NIL,0
418317,S178571,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,79.5,94.5,15.0,157,P,,A,94.5,P,NIL,0
421050,S182441,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,80.0,80.0,,158,,,A,80.0,,NIL,0
413712,S175407,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,159.0,174.0,15.0,158,P,,A,174.0,P,NIL,0
419926,S180878,Insert Fine Notification,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,80.0,,15.0,158,P,,A,0.0,P,NIL,2
420142,S181182,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,39.0,,157,,,A,39.0,,NIL,0
422581,S184732,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,39.0,,7,,,A,39.0,,NIL,0
417791,S178135,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,79.5,54.0,15.0,7,P,,A,54.0,P,NIL,0
420197,S181241,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
416642,S177363,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,79.5,40.5,15.0,157,P,,A,94.5,P,NIL,0
545808,V19190,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,319.5,69.5,15.0,142,P,,A,334.5,P,NIL,3
278133,P5132,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
278131,P5130,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,24.0,,,7,,,A,0.0,,NIL,0
419099,S179677,Payment,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,80.0,80.0,,158,,,A,80.0,,NIL,0
422658,S184824,Create Fine,2012/08/01 00:00:00.000,2012/08/01 00:00:00.000,39.0,,,7,,,A,0.0,,NIL,0
