,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
62178,A4109,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57227,A3832,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
59199,A3950,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
59180,A3949,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57202,A3831,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62512,A4122,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,21.0,,,7,,,A,0.0,,NIL,0
57170,A3830,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62454,A4120,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57097,A3828,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57022,A3825,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57021,A3821,Payment,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
57020,A3821,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57006,A3820,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62581,A4126,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
259224,N94486,Insert Fine Notification,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,21.0,,14.25,7,P,,A,0.0,P,NIL,0
261793,N95650,Insert Fine Notification,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,14.25,157,P,,A,0.0,P,NIL,0
62398,A4118,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62005,A4102,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
59145,A3947,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,21.0,,,7,,,A,0.0,,NIL,0
62155,A4108,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62359,A4117,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
62156,A4108,Payment,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,35.0,,157,,,A,35.0,,NIL,0
62249,A4112,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
53935,A3639,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
57059,A3826,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
60053,A3993,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
92847,C18610,Add penalty,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,71.5,,0.0,180,P,,A,0.0,C,NIL,0
62565,A4125,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
92222,C18263,Add penalty,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,143.0,,0.0,158,P,,A,0.0,C,NIL,0
53956,A3641,Create Fine,2006/10/01 00:00:00.000,2006/10/01 00:00:00.000,35.0,,,157,,,A,0.0,,NIL,0
