,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
113671,N23869,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
128418,N29109,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
120173,N26066,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,18.78,,6.46,7,P,,A,0.0,N,NIL,0
128413,N29108,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
108546,N21972,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,4.96,11.41,157,P,,A,42.71,N,NIL,0
457921,S58654,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,62.59,,158,,,A,62.59,,NIL,0
453702,S56792,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
128408,N29106,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
453956,S56909,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,31.3,,7,,,A,31.3,,NIL,0
457931,S58662,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,43,,,C,0.0,,NIL,0
548742,V4877,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,312.97,,11.41,142,P,,A,0.0,N,NIL,0
457335,S58407,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,,158,,,A,0.0,,NIL,0
117481,N25233,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,11.41,157,P,,A,0.0,N,NIL,0
116761,N24959,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
118972,N25698,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,11.41,157,P,,A,0.0,N,NIL,0
118940,N25688,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,11.41,157,P,,A,0.0,N,NIL,0
118444,N25525,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,6.46,157,P,,A,0.0,N,NIL,0
434740,S47917,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,12.91,7,P,,A,0.0,N,NIL,0
438077,S50010,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,11.41,43,P,,C,0.0,N,NIL,0
82419,C12059,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,0.0,171,P,,C,0.0,N,NIL,0
122626,N26967,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,18.78,,,7,,,A,0.0,,NIL,0
82372,C12027,Send Appeal to Prefecture,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,125.19,,12.91,7,P,,C,0.0,N,NIL,0
122616,N26960,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
457608,S58532,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
82469,C12085,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,0.0,171,P,,C,0.0,N,NIL,0
457603,S58531,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
457596,S58529,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
106621,N18700,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,6.46,6.46,157,P,,A,37.76,N,NIL,0
117303,N25169,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,11.41,157,P,,A,0.0,N,NIL,0
129133,N29377,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,18.78,,,7,,,A,0.0,,NIL,0
456600,S58049,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,7,,,A,0.0,,NIL,0
129128,N29374,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
457601,S58530,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
120149,N26057,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,37.75,6.46,157,,,A,37.75,,NIL,0
118872,N25671,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
457659,S58552,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,7,,,A,0.0,,NIL,0
118929,N25685,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,37.75,11.41,157,P,,A,37.75,N,NIL,0
119467,N25846,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
81617,C11319,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,171,P,,C,0.0,N,NIL,0
453919,S56889,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,31.3,,7,,,A,31.3,,NIL,0
455888,S57755,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
116123,N24750,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,6.46,157,P,,A,0.0,N,NIL,0
116897,N25000,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
457800,S58608,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
128611,N29187,Payment,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,31.3,,157,,,A,31.3,,NIL,0
119533,N25861,Insert Fine Notification,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,6.46,157,P,,A,0.0,N,NIL,0
435029,S48242,Add penalty,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,62.59,,11.41,7,P,,A,0.0,N,NIL,0
128668,N29210,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,157,,,A,0.0,,NIL,0
128678,N29214,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,18.78,,,7,,,A,0.0,,NIL,0
128683,N29215,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,18.78,,,7,,,A,0.0,,NIL,0
457795,S58607,Create Fine,2000/09/01 00:00:00.000,2000/09/01 00:00:00.000,31.3,,,158,,,A,0.0,,NIL,0
