,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
76780,A762,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
283812,S102990,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,7,P,,A,0.0,P,NIL,0
20525,A1973,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
301927,S114456,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,158,P,,A,0.0,P,NIL,0
266509,N97908,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
297338,S111773,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,143.0,,14.25,158,P,,A,0.0,P,NIL,0
301945,S114469,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,158,P,,A,0.0,P,NIL,0
300985,S113876,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,7,P,,A,0.0,P,NIL,0
266109,N97728,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
27737,A2313,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
304178,S115795,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,7,P,,A,0.0,P,NIL,0
76552,A742,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
105323,N102438,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
5750,A1262,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
297451,S111833,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,143.0,,14.25,158,P,,A,0.0,P,NIL,0
303366,S115301,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,7,P,,A,0.0,P,NIL,0
40859,A2963,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
533311,S99747,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.0,,11.0,158,P,,A,0.0,P,NIL,2
270425,N99710,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
302769,S114907,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,7,P,,A,0.0,P,NIL,0
264602,N96999,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
267200,N98224,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
266146,N97740,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,,14.25,157,P,,A,0.0,P,NIL,0
35222,A2690,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
39804,A2917,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,157,P,,A,0.0,P,NIL,0
303404,S115327,Insert Fine Notification,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,35.0,,11.0,158,P,,A,0.0,P,NIL,0
265657,N97515,Add penalty,2007/01/01 00:00:00.000,2007/01/01 00:00:00.000,71.5,46.0,14.25,157,P,,A,46.0,P,NIL,0
