,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
24644,A21602,Insert Date Appeal to Prefecture,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,7,P,,A,0.0,P,NIL,0
31522,A25121,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
315478,S123092,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,0
31533,A25123,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
31540,A25126,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
32525,A25620,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
27621,A23073,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
31542,A25127,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
32521,A25618,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
26606,A22560,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
21501,A20164,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
25343,A21914,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
31544,A25128,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
37266,A27885,Payment,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,22.0,,7,,,A,22.0,,NIL,0
21388,A20114,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
27719,A23123,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
32530,A25622,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
316662,S123835,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
20675,A19797,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
32536,A25623,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
31538,A25124,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
316660,S123834,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,7,,,A,0.0,,NIL,0
31528,A25122,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
28175,A23360,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
31546,A25129,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
312056,S121254,Add penalty,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,148.0,,13.0,158,P,,A,0.0,P,NIL,0
307234,S118243,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,2
316692,S123859,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
316438,S123674,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,0
25954,A22236,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
316432,S123672,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,74.0,,,158,,,A,0.0,,NIL,0
316429,S123668,Payment,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,36.0,,7,,,A,36.0,,NIL,0
26667,A22584,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
308203,S119011,Insert Date Appeal to Prefecture,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,74.0,,26.0,7,P,,A,0.0,P,NIL,0
34153,A26411,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,22.0,,,7,,,A,0.0,,NIL,0
28661,A23631,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
34534,A26580,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
21443,A20136,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
310697,S120477,Add penalty,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,148.0,,13.0,158,P,,A,0.0,P,NIL,0
27100,A22811,Insert Fine Notification,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
29778,A24192,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
20811,A19861,Insert Date Appeal to Prefecture,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,13.0,157,P,,A,0.0,P,NIL,0
29784,A24193,Create Fine,2008/02/01 00:00:00.000,2008/02/01 00:00:00.000,36.0,,,157,,,A,0.0,,NIL,0
