,case,event,startTime,completeTime,amount,paymentAmount,expense,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
530376,S97780,Create Fine,2004/05/01 00:00:00.000,2004/05/01 00:00:00.000,33.6,,,157,,,A,0.0,,NIL,0
88953,C16106,Send Fine,2004/05/01 00:00:00.000,2004/05/01 00:00:00.000,687.75,,0.0,193,,,A,0.0,,NIL,0
521540,S92490,Create Fine,2004/05/01 00:00:00.000,2004/05/01 00:00:00.000,33.6,,,158,,,A,0.0,,NIL,0
88697,C15903,Add penalty,2004/05/01 00:00:00.000,2004/05/01 00:00:00.000,137.55,,0.0,171,P,,C,0.0,,NIL,0
88954,C16106,Insert Fine Notification,2004/05/01 00:00:00.000,2004/05/01 00:00:00.000,687.75,,0.0,193,P,,A,0.0,,NIL,0
519150,S90428,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,157,P,,A,0.0,,NIL,0
509183,S83134,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,68.25,,16.6,158,P,,A,0.0,,NIL,0
518715,S90120,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,68.25,,16.6,158,P,,A,0.0,,NIL,0
518277,S89547,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,158,P,,A,0.0,,NIL,0
520464,S91518,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,157,P,,A,0.0,N,NIL,0
509190,S83143,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,158,P,,A,0.0,,NIL,0
519809,S90862,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,157,P,,A,0.0,N,NIL,0
520527,S91566,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,158,P,,A,0.0,,NIL,0
519510,S90652,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,7,P,,A,0.0,,NIL,0
89034,C16163,Add penalty,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,68.77,,0.0,180,P,,A,0.0,N,NIL,0
509254,S83200,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,68.25,,16.6,158,P,,A,0.0,N,NIL,0
520661,S91652,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,7,P,,A,0.0,,NIL,0
519927,S90928,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,157,P,,A,0.0,N,NIL,0
519520,S90654,Insert Fine Notification,2004/05/02 00:00:00.000,2004/05/02 00:00:00.000,33.6,,16.6,158,P,,A,0.0,N,NIL,0
